Upregulated
Ensembl_t_id	Ensembl_p_id	Gene_symbol	Symbol	Description	Fold	PPEE	case control expected_counts	
ENSRNOG00000025987	ENSRNOT00000036094	ENSRNOP00000033535	LOC498236	LOC498236	LRRGT00186 [Source:RGD Symbol;Acc:1562634]	-97.51065949	0.989265015	0	1
ENSRNOG00000026297	ENSRNOT00000035035	ENSRNOP00000030237	LOC299271	LOC299271	serine proteinase inhibitor HongrES1 [Source:RGD Symbol;Acc:727888]	-97.51065949	0.989265015	0	1
ENSRNOG00000026725	ENSRNOT00000029631	-	RN60_12_0174.2	Rn60_12_0174.2	-	-97.51065949	0.989265015	0	1
ENSRNOG00000026836	ENSRNOT00000036834	-	RN60_3_1464.1	Rn60_3_1464.1	-	-97.51065949	0.989265015	0	1
ENSRNOG00000027061	ENSRNOT00000030161	ENSRNOP00000033677	NXPE5	Nxpe5	neurexophilin and PC-esterase domain family, member 5 [Source:RGD Symbol;Acc:1559954]	-97.51065949	0.989265015	0	1
ENSRNOG00000027221	ENSRNOT00000037589	ENSRNOP00000029493	SUN5	Sun5	Sad1 and UNC84 domain containing 5 [Source:RGD Symbol;Acc:1306357]	-97.51065949	0.989265015	0	1
ENSRNOG00000027383	ENSRNOT00000039347	ENSRNOP00000034316	SNTN	Sntn	sentan, cilia apical structure protein [Source:RGD Symbol;Acc:1562356]	-97.51065949	0.989265015	0	1
ENSRNOG00000027972	ENSRNOT00000033532	-	RN60_X_0773.3	Rn60_X_0773.3	-	-97.51065949	0.989265015	0	1
ENSRNOG00000027995	ENSRNOT00000033449	ENSRNOP00000030145	SAMD7	Samd7	sterile alpha motif domain containing 7 [Source:RGD Symbol;Acc:1308931]	-97.51065949	0.989265015	0	1
ENSRNOG00000028373	ENSRNOT00000057620	ENSRNOP00000054428	LOC691044	LOC691044	similar to GTPase activating protein testicular GAP1 [Source:RGD Symbol;Acc:1588650]	-97.51065949	0.989265015	0	1
ENSRNOG00000028377	ENSRNOT00000034762	ENSRNOP00000035474	MPL	Mpl	MPL proto-oncogene, thrombopoietin receptor [Source:RGD Symbol;Acc:1311069]	-97.51065949	0.989265015	0	1
ENSRNOG00000028765	ENSRNOT00000050476	ENSRNOP00000043907	TTC24	Ttc24	tetratricopeptide repeat domain 24 [Source:RGD Symbol;Acc:2319887]	-97.51065949	0.989265015	0	1
ENSRNOG00000028997	ENSRNOT00000046385	ENSRNOP00000046914	RGD1561671	RGD1561671	similar to RIKEN cDNA 2900010M23 [Source:RGD Symbol;Acc:1561671]	-97.51065949	0.989265015	0	1
ENSRNOG00000029106	ENSRNOT00000047605	ENSRNOP00000047375	USP26	Usp26	ubiquitin specific peptidase 26 [Source:RGD Symbol;Acc:1563443]	-97.51065949	0.989265015	0	1
ENSRNOG00000029211	ENSRNOT00000050456	ENSRNOP00000046989	MOGAT3	Mogat3	monoacylglycerol O-acyltransferase 3 [Source:RGD Symbol;Acc:1592588]	-97.51065949	0.989265015	0	1
ENSRNOG00000029558	ENSRNOT00000045052	ENSRNOP00000050572	PABPN1L	Pabpn1l	poly(A)binding protein nuclear 1-like [Source:RGD Symbol;Acc:1562761]	-97.51065949	0.989265015	0	1
ENSRNOG00000029649	ENSRNOT00000043249	ENSRNOP00000040152	PRSS45	Prss45	protease, serine, 45 [Source:RGD Symbol;Acc:1303021]	-97.51065949	0.989265015	0	1
ENSRNOG00000029993	ENSRNOT00000043533	ENSRNOP00000050947	KYNU	Kynu	kynureninase [Source:RGD Symbol;Acc:71061]	-97.51065949	0.989265015	0	1
ENSRNOG00000030004	ENSRNOT00000050772	ENSRNOP00000048700	IER3IP1	Ier3ip1	immediate early response 3 interacting protein 1 [Source:RGD Symbol;Acc:1561565]	-97.51065949	0.989265015	0	1
ENSRNOG00000030276	ENSRNOT00000045830	ENSRNOP00000046273	CTSM	Ctsm	cathepsin M [Source:RGD Symbol;Acc:631420]	-97.51065949	0.989265015	0	1
ENSRNOG00000030413	ENSRNOT00000046917	ENSRNOP00000059873	TAS2R137	Tas2r137	taste receptor, type 2, member 137 [Source:RGD Symbol;Acc:1560602]	-97.51065949	0.989265015	0	1
ENSRNOG00000030563	ENSRNOT00000052249	ENSRNOP00000044837	AABR07013798.1	AABR07013798.1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:F1LXU1]	-97.51065949	0.989265015	0	1
ENSRNOG00000030796	ENSRNOT00000045386	ENSRNOP00000051423	AABR07000595.1	AABR07000595.1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:D3ZWL3]	-97.51065949	0.989265015	0	1
ENSRNOG00000030847	ENSRNOT00000046960	ENSRNOP00000043224	AABR07012868.1	AABR07012868.1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:F1LU15]	-97.51065949	0.989265015	0	1
ENSRNOG00000030870	ENSRNOT00000043229	ENSRNOP00000045584	LOC102550396	LOC102550396	LRRGT00188 [Source:RGD Symbol;Acc:7546468]	-97.51065949	0.989265015	0	1
ENSRNOG00000030979	ENSRNOT00000051232	ENSRNOP00000051203	AABR07060190.1	AABR07060190.1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:F1M1P0]	-97.51065949	0.989265015	0	1
ENSRNOG00000031141	ENSRNOT00000049240	ENSRNOP00000046724	TMEM89	Tmem89	transmembrane protein 89 [Source:RGD Symbol;Acc:1564575]	-97.51065949	0.989265015	0	1
ENSRNOG00000031162	ENSRNOT00000045157	ENSRNOP00000056109	CCL24	Ccl24	chemokine (C-C motif) ligand 24 [Source:RGD Symbol;Acc:1310245]	-97.51065949	0.989265015	0	1
ENSRNOG00000031251	ENSRNOT00000043897	ENSRNOP00000048020	RGD1562510	RGD1562510	similar to H3 histone, family 3B [Source:RGD Symbol;Acc:1562510]	-97.51065949	0.989265015	0	1
ENSRNOG00000031317	ENSRNOT00000049500	ENSRNOP00000048392	RGD1559629	RGD1559629	similar to H+ ATP synthase [Source:RGD Symbol;Acc:1559629]	-97.51065949	0.989265015	0	1
ENSRNOG00000031343	ENSRNOT00000060035	ENSRNOP00000056786	NXPE4	Nxpe4	neurexophilin and PC-esterase domain family, member 4 [Source:RGD Symbol;Acc:1588255]	-97.51065949	0.989265015	0	1
ENSRNOG00000031401	ENSRNOT00000048808	-	AC107280.1	AC107280.1	-	-97.51065949	0.989265015	0	1
ENSRNOG00000031469	ENSRNOT00000010045	ENSRNOP00000010045	GLB1L3	Glb1l3	galactosidase, beta 1-like 3 [Source:RGD Symbol;Acc:1561462]	-97.51065949	0.989265015	0	1
ENSRNOG00000031525	ENSRNOT00000048403	-	AABR07029955.1	AABR07029955.1	-	-97.51065949	0.989265015	0	1
ENSRNOG00000031726	ENSRNOT00000057266	ENSRNOP00000054087	OAS1E	Oas1e	2'-5' oligoadenylate synthetase 1E [Source:RGD Symbol;Acc:1359611]	-97.51065949	0.989265015	0	1
ENSRNOG00000031879	ENSRNOT00000042609	ENSRNOP00000045335	RGD1561928	RGD1561928	similar to ribosomal protein L9 [Source:RGD Symbol;Acc:1561928]	-97.51065949	0.989265015	0	1
ENSRNOG00000032642	ENSRNOT00000047309	ENSRNOP00000064923	ACTL11	Actl11	actin-like 11 [Source:RGD Symbol;Acc:1310036]	-97.51065949	0.989265015	0	1
ENSRNOG00000032884	ENSRNOT00000034025	ENSRNOP00000033224	SCN11A	Scn11a	sodium channel, voltage-gated, type XI, alpha subunit [Source:RGD Symbol;Acc:3630]	-97.51065949	0.989265015	0	1
ENSRNOG00000032890	ENSRNOT00000043510	ENSRNOP00000042906	LOC100912321	LOC100912321	myeloid-associated differentiation marker-like [Source:RGD Symbol;Acc:6487726]	-97.51065949	0.989265015	0	1
ENSRNOG00000032924	ENSRNOT00000046038	-	RN60_6_1033.1	Rn60_6_1033.1	-	-97.51065949	0.989265015	0	1
ENSRNOG00000032995	ENSRNOT00000049187	ENSRNOP00000042297	LOC364556	LOC364556	similar to Ab1-351 [Source:RGD Symbol;Acc:1359166]	-97.51065949	0.989265015	0	1
ENSRNOG00000033130	ENSRNOT00000046760	ENSRNOP00000043362	MUP4	Mup4	major urinary protein 4 [Source:RGD Symbol;Acc:735211]	-97.51065949	0.989265015	0	1
ENSRNOG00000033245	ENSRNOT00000072465	ENSRNOP00000064788	MUG2	Mug2	murinoglobulin 2 [Source:RGD Symbol;Acc:1302962]	-97.51065949	0.989265015	0	1
ENSRNOG00000033391	ENSRNOT00000048033	ENSRNOP00000048485	ASCL5	Ascl5	achaete-scute family bHLH transcription factor 5 [Source:RGD Symbol;Acc:1561854]	-97.51065949	0.989265015	0	1
ENSRNOG00000033403	ENSRNOT00000029461	ENSRNOP00000035007	KRT82	Krt82	keratin 82, type II [Source:RGD Symbol;Acc:1359276]	-97.51065949	0.989265015	0	1
ENSRNOG00000033494	ENSRNOT00000042249	ENSRNOP00000048953	VOM2R52	Vom2r52	vomeronasal 2 receptor, 52 [Source:RGD Symbol;Acc:735022]	-97.51065949	0.989265015	0	1
ENSRNOG00000033763	ENSRNOT00000048146	ENSRNOP00000039407	RGD1307537	RGD1307537	similar to RIKEN cDNA 4933417A18 [Source:RGD Symbol;Acc:1307537]	-97.51065949	0.989265015	0	1
ENSRNOG00000033830	ENSRNOT00000051741	ENSRNOP00000050128	SLC7A12	Slc7a12	solute carrier family 7 (cationic amino acid transporter, y+ system), member 12 [Source:RGD Symbol;Acc:1309208]	-97.51065949	0.989265015	0	1
ENSRNOG00000033981	ENSRNOT00000060448	ENSRNOP00000057193	PATE2	Pate2	prostate and testis expressed 2 [Source:RGD Symbol;Acc:2320100]	-97.51065949	0.989265015	0	1
ENSRNOG00000034038	ENSRNOT00000027919	ENSRNOP00000027919	AABR07005844.1	AABR07005844.1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:F1LVL9]	-97.51065949	0.989265015	0	1
ENSRNOG00000034164	ENSRNOT00000010910	ENSRNOP00000010910	CR2	Cr2	complement component (3d/Epstein Barr virus) receptor 2 [Source:RGD Symbol;Acc:1310065]	-97.51065949	0.989265015	0	1
ENSRNOG00000036826	ENSRNOT00000055270	ENSRNOP00000052145	GLYCAM1	Glycam1	glycosylation dependent cell adhesion molecule 1 [Source:RGD Symbol;Acc:2712]	-97.51065949	0.989265015	0	1
ENSRNOG00000036870	ENSRNOT00000055345	ENSRNOP00000052212	BPIFA2F	Bpifa2f	BPI fold containing family A, member 2F [Source:RGD Symbol;Acc:3725]	-97.51065949	0.989265015	0	1
ENSRNOG00000037114	ENSRNOT00000055958	-	RN60_10_0700.6	Rn60_10_0700.6	-	-97.51065949	0.989265015	0	1
ENSRNOG00000037199	ENSRNOT00000056180	ENSRNOP00000053026	SPINK8	Spink8	serine peptidase inhibitor, Kazal type 8 [Source:RGD Symbol;Acc:1307150]	-97.51065949	0.989265015	0	1
ENSRNOG00000038095	ENSRNOT00000082923	ENSRNOP00000072706	CCDC169	Ccdc169	coiled-coil domain containing 169 [Source:RGD Symbol;Acc:1593170]	-97.51065949	0.989265015	0	1
ENSRNOG00000038193	ENSRNOT00000058145	ENSRNOP00000054949	MC1R	Mc1r	melanocortin 1 receptor [Source:RGD Symbol;Acc:1312046]	-97.51065949	0.989265015	0	1
ENSRNOG00000038267	ENSRNOT00000029387	-	RN60_X_0551.5	Rn60_X_0551.5	-	-97.51065949	0.989265015	0	1
ENSRNOG00000038361	ENSRNOT00000058413	ENSRNOP00000055214	RGD1564865	RGD1564865	similar to 20-alpha-hydroxysteroid dehydrogenase [Source:RGD Symbol;Acc:1564865]	-97.51065949	0.989265015	0	1
ENSRNOG00000038741	ENSRNOT00000059172	ENSRNOP00000055945	LOC100910419	LOC100910419	transducin-like enhancer protein 2-like [Source:RGD Symbol;Acc:6498598]	-97.51065949	0.989265015	0	1
ENSRNOG00000039396	ENSRNOT00000039553	ENSRNOP00000029848	BTNL3	Btnl3	butyrophilin-like 3 [Source:RGD Symbol;Acc:1303262]	-97.51065949	0.989265015	0	1
ENSRNOG00000039398	ENSRNOT00000079194	-	TESB	Tesb	testis specific basic protein [Source:RGD Symbol;Acc:1597063]	-97.51065949	0.989265015	0	1
ENSRNOG00000039466	ENSRNOT00000060478	ENSRNOP00000057222	HYAL5	Hyal5	hyaluronoglucosaminidase 5 [Source:RGD Symbol;Acc:1566275]	-97.51065949	0.989265015	0	1
ENSRNOG00000039568	ENSRNOT00000060656	ENSRNOP00000060056	RGD1308112	RGD1308112	similar to 40S ribosomal protein S7 (S8) [Source:RGD Symbol;Acc:1308112]	-97.51065949	0.989265015	0	1
ENSRNOG00000039865	ENSRNOT00000021896	ENSRNOP00000021897	VNN3	Vnn3	vanin 3 [Source:RGD Symbol;Acc:1560609]	-97.51065949	0.989265015	0	1
ENSRNOG00000039906	ENSRNOT00000074271	ENSRNOP00000065701	GBGT1	Gbgt1	globoside alpha-1,3-N-acetylgalactosaminyltransferase 1 [Source:RGD Symbol;Acc:628609]	-97.51065949	0.989265015	0	1
ENSRNOG00000042080	ENSRNOT00000073469	ENSRNOP00000064338	IL31RA	Il31ra	interleukin 31 receptor A [Source:RGD Symbol;Acc:1586478]	-97.51065949	0.989265015	0	1
ENSRNOG00000042250	ENSRNOT00000058060	ENSRNOP00000054868	PSG16	Psg16	pregnancy specific glycoprotein 16 [Source:RGD Symbol;Acc:1563849]	-97.51065949	0.989265015	0	1
ENSRNOG00000042255	ENSRNOT00000008019	ENSRNOP00000008019	EFCAB3	Efcab3	EF-hand calcium binding domain 3 [Source:RGD Symbol;Acc:1305423]	-97.51065949	0.989265015	0	1
ENSRNOG00000042266	ENSRNOT00000066614	ENSRNOP00000060066	SPRR4	Sprr4	small proline-rich protein 4 [Source:RGD Symbol;Acc:2324572]	-97.51065949	0.989265015	0	1
ENSRNOG00000042462	ENSRNOT00000064228	ENSRNOP00000059865	RNF148	Rnf148	ring finger protein 148 [Source:RGD Symbol;Acc:1595417]	-97.51065949	0.989265015	0	1
ENSRNOG00000042516	ENSRNOT00000067400	ENSRNOP00000058975	A930018M24RIK	A930018M24Rik	RIKEN cDNA A930018M24 gene [Source:MGI Symbol;Acc:MGI:2686053]	-97.51065949	0.989265015	0	1
ENSRNOG00000042588	ENSRNOT00000078890	-	LOC100361864	LOC100361864	UDP-glucuronosyltransferase 2B3-like [Source:RGD Symbol;Acc:2319314]	-97.51065949	0.989265015	0	1
ENSRNOG00000042596	ENSRNOT00000068752	ENSRNOP00000060840	FAM205A	Fam205a	family with sequence similarity 205, member A [Source:RGD Symbol;Acc:2320471]	-97.51065949	0.989265015	0	1
ENSRNOG00000042598	ENSRNOT00000066343	ENSRNOP00000062870	LOC100909977	LOC100909977	leukocyte surface antigen CD47-like [Source:RGD Symbol;Acc:6500618]	-97.51065949	0.989265015	0	1
ENSRNOG00000042716	ENSRNOT00000065939	ENSRNOP00000059990	RGD1562699	RGD1562699	RGD1562699 [Source:RGD Symbol;Acc:1562699]	-97.51065949	0.989265015	0	1
ENSRNOG00000042779	ENSRNOT00000066530	-	RGD1565058	RGD1565058	similar to RIKEN cDNA 1700019M22 [Source:RGD Symbol;Acc:1565058]	-97.51065949	0.989265015	0	1
ENSRNOG00000043116	ENSRNOT00000065701	ENSRNOP00000062069	RGD1308564	RGD1308564	similar to L-amino acid oxidase 1 [Source:RGD Symbol;Acc:1308564]	-97.51065949	0.989265015	0	1
ENSRNOG00000043130	ENSRNOT00000065599	ENSRNOP00000059306	PRAMEF20L	pramef20l	PRAME family member 20-like [Source:RGD Symbol;Acc:1597011]	-97.51065949	0.989265015	0	1
ENSRNOG00000043258	ENSRNOT00000065104	ENSRNOP00000060847	BPIFA6	Bpifa6	BPI fold containing family A, member 6 [Source:RGD Symbol;Acc:2323465]	-97.51065949	0.989265015	0	1
ENSRNOG00000043382	ENSRNOT00000071699	ENSRNOP00000067261	OLFR798	Olfr798	olfactory receptor 798 [Source:MGI Symbol;Acc:MGI:3030632]	-97.51065949	0.989265015	0	1
ENSRNOG00000043502	ENSRNOT00000080168	ENSRNOP00000073584	LOC100362058	LOC100362058	CG7332-like [Source:RGD Symbol;Acc:2318923]	-97.51065949	0.989265015	0	1
ENSRNOG00000045626	ENSRNOT00000071130	ENSRNOP00000064630	PKD1L2	Pkd1l2	polycystic kidney disease 1 like 2 [Source:MGI Symbol;Acc:MGI:2664668]	-97.51065949	0.989265015	0	1
ENSRNOG00000045632	ENSRNOT00000073722	ENSRNOP00000065505	LOC100911980	LOC100911980	uncharacterized LOC100911980 [Source:RGD Symbol;Acc:6489577]	-97.51065949	0.989265015	0	1
ENSRNOG00000045797	ENSRNOT00000071926	ENSRNOP00000066184	LEP	Lep	leptin [Source:RGD Symbol;Acc:3000]	-97.51065949	0.989265015	0	1
ENSRNOG00000045875	ENSRNOT00000072097	-	LOC100909556	LOC100909556	paired immunoglobulin-like type 2 receptor beta-like [Source:RGD Symbol;Acc:6503018]	-97.51065949	0.989265015	0	1
ENSRNOG00000046057	ENSRNOT00000073486	ENSRNOP00000067392	PNMT	Pnmt	phenylethanolamine-N-methyltransferase [Source:RGD Symbol;Acc:3361]	-97.51065949	0.989265015	0	1
ENSRNOG00000046076	ENSRNOT00000070975	ENSRNOP00000065001	TSPAN10	Tspan10	tetraspanin 10 [Source:RGD Symbol;Acc:1590062]	-97.51065949	0.989265015	0	1
ENSRNOG00000046151	ENSRNOT00000075148	ENSRNOP00000065711	TUBB1	Tubb1	tubulin, beta 1 class VI [Source:RGD Symbol;Acc:1589557]	-97.51065949	0.989265015	0	1
ENSRNOG00000046482	ENSRNOT00000074193	ENSRNOP00000063957	ZNF750	Znf750	zinc finger protein 750 [Source:RGD Symbol;Acc:1590044]	-97.51065949	0.989265015	0	1
ENSRNOG00000046699	ENSRNOT00000076191	ENSRNOP00000068012	SLPI	Slpi	secretory leukocyte peptidase inhibitor [Source:RGD Symbol;Acc:621768]	-97.51065949	0.989265015	0	1
ENSRNOG00000046703	ENSRNOT00000071622	ENSRNOP00000066975	GJA8	Gja8	gap junction protein, alpha 8 [Source:RGD Symbol;Acc:628890]	-97.51065949	0.989265015	0	1
ENSRNOG00000046735	ENSRNOT00000042742	ENSRNOP00000040418	OLR1092	Olr1092	olfactory receptor 1092 [Source:RGD Symbol;Acc:1332867]	-97.51065949	0.989265015	0	1
ENSRNOG00000046792	ENSRNOT00000052167	ENSRNOP00000047059	OLR1456	Olr1456	olfactory receptor 1456 [Source:RGD Symbol;Acc:1334326]	-97.51065949	0.989265015	0	1
ENSRNOG00000047128	ENSRNOT00000059638	ENSRNOP00000058889	VOM1R23	Vom1r23	vomeronasal 1 receptor 23 [Source:RGD Symbol;Acc:1359420]	-97.51065949	0.989265015	0	1
ENSRNOG00000047236	ENSRNOT00000073231	ENSRNOP00000065164	AABR07008066.2	AABR07008066.2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:M0R6V5]	-97.51065949	0.989265015	0	1
ENSRNOG00000047414	ENSRNOT00000071132	-	AABR07058479.1	AABR07058479.1	-	-97.51065949	0.989265015	0	1
ENSRNOG00000047549	ENSRNOT00000073048	ENSRNOP00000064726	LOC316124	LOC316124	similar to gonadotropin-regulated long chain acyl-CoA synthetase [Source:RGD Symbol;Acc:1595856]	-97.51065949	0.989265015	0	1
ENSRNOG00000047664	ENSRNOT00000072321	ENSRNOP00000067411	AABR07025299.1	AABR07025299.1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:M0RCS9]	-97.51065949	0.989265015	0	1
ENSRNOG00000047703	ENSRNOT00000073461	ENSRNOP00000066327	VOM2R33	Vom2r33	vomeronasal 2 receptor, 33 [Source:RGD Symbol;Acc:1595960]	-97.51065949	0.989265015	0	1
ENSRNOG00000047730	ENSRNOT00000074247	ENSRNOP00000067356	TNFSF14	Tnfsf14	tumor necrosis factor (ligand) superfamily, member 14 [Source:RGD Symbol;Acc:1588572]	-97.51065949	0.989265015	0	1
ENSRNOG00000047939	ENSRNOT00000075133	ENSRNOP00000067590	LOC102546809	LOC102546809	uncharacterized LOC102546809 [Source:RGD Symbol;Acc:7587328]	-97.51065949	0.989265015	0	1
ENSRNOG00000048035	ENSRNOT00000071331	ENSRNOP00000067346	SPATA4	Spata4	spermatogenesis associated 4 [Source:RGD Symbol;Acc:1303065]	-97.51065949	0.989265015	0	1
ENSRNOG00000048115	ENSRNOT00000075625	ENSRNOP00000066279	LOC100359766	LOC100359766	RGD1359684 protein-like [Source:RGD Symbol;Acc:2323474]	-97.51065949	0.989265015	0	1
ENSRNOG00000048215	ENSRNOT00000075065	ENSRNOP00000067176	HIST1H4B	Hist1h4b	histone cluster 1, H4b [Source:RGD Symbol;Acc:620814]	-97.51065949	0.989265015	0	1
ENSRNOG00000048328	ENSRNOT00000060380	ENSRNOP00000057123	LOC100359766	LOC100359766	RGD1359684 protein-like [Source:RGD Symbol;Acc:2323474]	-97.51065949	0.989265015	0	1
ENSRNOG00000048372	ENSRNOT00000071112	ENSRNOP00000064337	AABR07027098.1	AABR07027098.1	Protein LOC102547069  [Source:UniProtKB/TrEMBL;Acc:M0R4P6]	-97.51065949	0.989265015	0	1
ENSRNOG00000048482	ENSRNOT00000041532	ENSRNOP00000050214	LOC100909453	LOC100909453	vomeronasal type-2 receptor 26-like [Source:RGD Symbol;Acc:6503643]	-97.51065949	0.989265015	0	1
ENSRNOG00000048486	ENSRNOT00000071886	ENSRNOP00000067688	LOC680236	LOC680236	hypothetical protein LOC680236 [Source:RGD Symbol;Acc:1594195]	-97.51065949	0.989265015	0	1
ENSRNOG00000048623	ENSRNOT00000072812	ENSRNOP00000067671	LOC100911564	LOC100911564	glycine N-methyltransferase-like [Source:RGD Symbol;Acc:6491825]	-97.51065949	0.989265015	0	1
ENSRNOG00000048644	ENSRNOT00000065210	ENSRNOP00000059299	AC115371.1	AC115371.1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:F1M538]	-97.51065949	0.989265015	0	1
ENSRNOG00000048656	ENSRNOT00000050384	ENSRNOP00000042560	LOC100364827	LOC100364827	ribosomal protein L21-like [Source:RGD Symbol;Acc:2320238]	-97.51065949	0.989265015	0	1
ENSRNOG00000049412	ENSRNOT00000071347	-	AABR07002181.1	AABR07002181.1	-	-97.51065949	0.989265015	0	1
ENSRNOG00000049523	ENSRNOT00000074021	-	AC097153.2	AC097153.2	-	-97.51065949	0.989265015	0	1
ENSRNOG00000049553	ENSRNOT00000074483	ENSRNOP00000066300	LOC100359766	LOC100359766	RGD1359684 protein-like [Source:RGD Symbol;Acc:2323474]	-97.51065949	0.989265015	0	1
ENSRNOG00000049770	ENSRNOT00000073763	ENSRNOP00000066572	CRYBA4	Cryba4	crystallin, beta A4 [Source:RGD Symbol;Acc:61962]	-97.51065949	0.989265015	0	1
ENSRNOG00000049826	ENSRNOT00000050010	ENSRNOP00000047683	UST4R	UST4r	integral membrane transport protein UST4r [Source:RGD Symbol;Acc:620976]	-97.51065949	0.989265015	0	1
ENSRNOG00000049925	ENSRNOT00000071609	ENSRNOP00000066220	CD79AL	Cd79al	Cd79a molecule-like [Source:RGD Symbol;Acc:1598036]	-97.51065949	0.989265015	0	1
ENSRNOG00000049991	ENSRNOT00000083314	ENSRNOP00000070193	MCPT8	Mcpt8	mast cell protease 8 [Source:RGD Symbol;Acc:3067]	-97.51065949	0.989265015	0	1
ENSRNOG00000050043	ENSRNOT00000048856	ENSRNOP00000047140	OLR1735	Olr1735	olfactory receptor 1735 [Source:RGD Symbol;Acc:1334001]	-97.51065949	0.989265015	0	1
ENSRNOG00000050053	ENSRNOT00000071627	ENSRNOP00000065396	AABR07017868.1	AABR07017868.1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:M0R7G7]	-97.51065949	0.989265015	0	1
ENSRNOG00000050521	ENSRNOT00000073130	ENSRNOP00000066385	TSPO2	Tspo2	translocator protein 2 [Source:RGD Symbol;Acc:1594018]	-97.51065949	0.989265015	0	1
ENSRNOG00000050529	ENSRNOT00000042764	ENSRNOP00000046133	AABR07053304.1	AABR07053304.1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:F1LZY4]	-97.51065949	0.989265015	0	1
ENSRNOG00000050548	ENSRNOT00000074593	ENSRNOP00000067178	LOC100911797	LOC100911797	serine protease inhibitor Kazal-type 5-like [Source:RGD Symbol;Acc:6490388]	-97.51065949	0.989265015	0	1
ENSRNOG00000050831	ENSRNOT00000052029	ENSRNOP00000039009	VOM2R35	Vom2r35	vomeronasal 2 receptor, 35 [Source:RGD Symbol;Acc:1559147]	-97.51065949	0.989265015	0	1
ENSRNOG00000050868	ENSRNOT00000072933	ENSRNOP00000066094	DDX43	Ddx43	DEAD (Asp-Glu-Ala-Asp) box polypeptide 43 [Source:RGD Symbol;Acc:1586947]	-97.51065949	0.989265015	0	1
ENSRNOG00000050967	ENSRNOT00000074518	ENSRNOP00000067058	FLG2	Flg2	filaggrin family member 2 [Source:RGD Symbol;Acc:1566121]	-97.51065949	0.989265015	0	1
ENSRNOG00000051104	ENSRNOT00000076769	-	RN60_X_0675.1	Rn60_X_0675.1	-	-97.51065949	0.989265015	0	1
ENSRNOG00000051114	ENSRNOT00000076629	-	RN60_X_0640.3	Rn60_X_0640.3	-	-97.51065949	0.989265015	0	1
ENSRNOG00000051199	ENSRNOT00000089165	ENSRNOP00000072155	FSIP2	Fsip2	fibrous sheath-interacting protein 2 [Source:RGD Symbol;Acc:1593013]	-97.51065949	0.989265015	0	1
ENSRNOG00000051219	ENSRNOT00000076711	-	RN60_X_0659.1	Rn60_X_0659.1	-	-97.51065949	0.989265015	0	1
ENSRNOG00000051249	ENSRNOT00000075900	-	RN60_X_0646.2	Rn60_X_0646.2	-	-97.51065949	0.989265015	0	1
ENSRNOG00000051292	ENSRNOT00000076046	-	RN60_13_0853.1	Rn60_13_0853.1	-	-97.51065949	0.989265015	0	1
ENSRNOG00000051457	ENSRNOT00000077513	ENSRNOP00000074828	AABR07024725.1	AABR07024725.1	-	-97.51065949	0.989265015	0	1
ENSRNOG00000051609	ENSRNOT00000087374	ENSRNOP00000075111	VOM1R86	Vom1r86	vomeronasal 1 receptor 86 [Source:RGD Symbol;Acc:1549696]	-97.51065949	0.989265015	0	1
ENSRNOG00000051633	ENSRNOT00000090902	ENSRNOP00000070438	LOC102546630	LOC102546630	protein gar2-like [Source:RGD Symbol;Acc:7692727]	-97.51065949	0.989265015	0	1
ENSRNOG00000051645	ENSRNOT00000080648	-	AABR07071765.2	AABR07071765.2	-	-97.51065949	0.989265015	0	1
ENSRNOG00000051681	ENSRNOT00000077762	ENSRNOP00000075652	AABR07070278.1	AABR07070278.1	-	-97.51065949	0.989265015	0	1
ENSRNOG00000051702	ENSRNOT00000091469	-	AABR07013558.1	AABR07013558.1	-	-97.51065949	0.989265015	0	1
ENSRNOG00000051875	ENSRNOT00000090676	-	AABR07001926.2	AABR07001926.2	-	-97.51065949	0.989265015	0	1
